Timestamp,Age,Gender,Education,Monthly Income,Occupation,Marital Status,Device,Internet Quality,Courses Taken Last Year,Ad Views Count,Engagement Time (mins),Session Count (1st week),Click Through Rate,Signed Up,Paid Subscription,Satisfaction Level,App Comfort Level,Free Trial Willingness,Willingness to Spend,Retention 7 days,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Non-Subscription Reasons,Features Used Most,Other Apps Used
2025-06-18 11:06:53,18-24,Female,High School,>5000,Other,Other,Smart TV,Good,>10,8,6.5,2,0.26,Yes,Yes,1,1,2,10-20,No,"Hobby,Career Growth,Networking","Complete Course,Improve Skills",Marketing,Live Sessions,Price,"Time Management,Technical Issues,Motivation","Too Expensive,Lack Time","Video Lectures,Forums,Interactive Exercises",Coursera
2025-05-11 06:20:15,35-44,Female,PhD,500-1000,Homemaker,Widowed,Other,Excellent,1-2,5,29.5,0,0.39,Yes,No,5,1,2,20-50,No,"Skill Development,Career Growth,Certification","Earn Certificate,Improve Skills","Programming,Math,Science","Projects,Quizzes",Reviews,"Time Management,Technical Issues","Too Expensive,Not Relevant,Lack Time","Webinars,Video Lectures,Forums",Khan Academy
2025-06-15 15:55:34,25-34,Male,Master,2000-5000,Student,Married,Laptop/PC,Excellent,1-2,6,23.6,6,0.17,No,No,2,2,1,10-20,Yes,Networking,"Explore Topic,Complete Course,Improve Skills","Math,Programming",Videos,"Reviews,Instructor,Certification","Motivation,Language Barrier","Too Expensive,Not Relevant,Technical Issues",Interactive Exercises,"Khan Academy,Skillshare,Coursera"
2025-05-17 17:49:27,25-34,Male,PhD,<500,Entrepreneur,Other,Smartphone,Good,6-10,3,0.3,4,0.36,Yes,No,5,5,1,>100,No,"Certification,Career Growth,Skill Development",Improve Skills,"Marketing,Design",Videos,"Content Quality,Price","Time Management,Motivation,Technical Issues","Not Relevant,Lack Time,Technical Issues","Webinars,Downloadable PDFs,Interactive Exercises","edX,Udemy,Khan Academy"
2025-07-02 12:10:37,<18,Non-binary/Other,Bachelor,2000-5000,Entrepreneur,Divorced,Laptop/PC,Excellent,3-5,5,14.9,5,0.32,Yes,No,5,2,4,>100,No,Hobby,Complete Course,Math,Videos,Reviews,"Technical Issues,Language Barrier,Motivation","Not Relevant,Lack Time,Technical Issues","Video Lectures,Interactive Exercises,Downloadable PDFs",Skillshare
2025-05-27 14:23:22,55+,Prefer not to say,Master,500-1000,Working Professional,Married,Other,Average,0,5,71.2,5,0.11,Yes,No,2,5,5,<10,Yes,Certification,Earn Certificate,Programming,Live Sessions,Price,"Time Management,Language Barrier,Technical Issues",Technical Issues,Downloadable PDFs,"Coursera,Skillshare"
2025-06-19 07:14:43,35-44,Non-binary/Other,Master,1000-2000,Homemaker,Married,Laptop/PC,Good,>10,3,68.6,1,0.25,No,No,3,4,2,>100,No,"Networking,Skill Development,Career Growth",Earn Certificate,"Programming,Design,Science","Peer Forum,Projects","Price,Certification","Time Management,Motivation,Language Barrier","Too Expensive,Lack Time,Technical Issues",Video Lectures,Coursera
2025-05-22 21:51:36,45-54,Female,High School,<500,Entrepreneur,Other,Smart TV,Poor,>10,7,6.8,4,0.14,Yes,Yes,3,5,2,20-50,No,Skill Development,"Earn Certificate,Explore Topic","Science,Marketing,Math",Quizzes,"Price,Certification,Reviews",Motivation,Too Expensive,"Downloadable PDFs,Webinars",Coursera
2025-05-30 22:51:22,25-34,Non-binary/Other,Bachelor,<500,Entrepreneur,Other,Tablet,Good,6-10,5,14.4,2,0.41,No,No,3,3,5,>100,No,"Hobby,Skill Development,Career Growth",Explore Topic,Science,"Peer Forum,Projects,Videos",Content Quality,"Technical Issues,Language Barrier","Lack Time,Not Relevant,Too Expensive","Forums,Webinars",edX
2025-05-28 06:04:09,<18,Non-binary/Other,Associate,1000-2000,Homemaker,Other,Laptop/PC,Poor,6-10,6,24.7,2,0.39,Yes,No,1,5,4,20-50,Yes,Networking,Earn Certificate,Marketing,Peer Forum,"Certification,Price,Instructor",Time Management,Not Relevant,Downloadable PDFs,"Udemy,Coursera"
2025-05-25 14:08:10,45-54,Non-binary/Other,High School,2000-5000,Retired,Divorced,Tablet,Poor,0,3,57.5,3,0.12,No,No,1,3,3,<10,Yes,Networking,"Earn Certificate,Improve Skills",Science,"Videos,Peer Forum","Certification,Price","Technical Issues,Motivation",Technical Issues,"Interactive Exercises,Video Lectures","edX,Khan Academy,Coursera"
2025-06-05 17:56:34,55+,Non-binary/Other,High School,>5000,Entrepreneur,Married,Other,Good,3-5,5,22.8,1,0.52,No,No,4,5,3,20-50,No,"Networking,Career Growth","Complete Course,Explore Topic","Marketing,Programming","Projects,Live Sessions,Videos","Price,Certification,Instructor","Language Barrier,Motivation","Lack Time,Not Relevant",Downloadable PDFs,"Coursera,edX"
2025-06-14 07:45:37,35-44,Prefer not to say,PhD,2000-5000,Other,Widowed,Tablet,Good,>10,4,103.4,0,0.22,Yes,Yes,4,2,2,20-50,No,"Career Growth,Hobby","Complete Course,Earn Certificate,Explore Topic","Programming,Design,Math",Quizzes,Content Quality,Technical Issues,Too Expensive,Forums,"edX,Khan Academy"
2025-05-08 12:10:08,55+,Prefer not to say,PhD,500-1000,Student,Divorced,Laptop/PC,Poor,6-10,2,48.1,5,0.38,No,No,5,5,3,<10,Yes,Skill Development,"Earn Certificate,Explore Topic","Science,Design,Math",Live Sessions,"Price,Reviews,Instructor",Technical Issues,Lack Time,Interactive Exercises,"Coursera,Skillshare"
2025-05-11 09:48:59,25-34,Male,PhD,>5000,Working Professional,Single,Laptop/PC,Poor,>10,5,91.8,4,0.34,No,No,4,1,4,20-50,Yes,"Networking,Certification,Skill Development","Earn Certificate,Complete Course","Math,Science,Marketing","Live Sessions,Videos,Quizzes",Reviews,"Motivation,Time Management","Too Expensive,Not Relevant","Forums,Webinars","Skillshare,Udemy"
2025-06-16 11:30:54,45-54,Female,High School,2000-5000,Entrepreneur,Other,Smartphone,Excellent,1-2,6,39.4,2,0.55,No,No,1,5,3,20-50,Yes,"Skill Development,Networking","Earn Certificate,Complete Course,Improve Skills",Programming,Videos,"Price,Content Quality","Time Management,Language Barrier,Technical Issues",Too Expensive,"Interactive Exercises,Webinars","Udemy,edX"
2025-06-11 10:31:05,45-54,Non-binary/Other,Associate,1000-2000,Other,Married,Laptop/PC,Good,>10,3,63.0,4,0.86,Yes,Yes,5,2,1,>100,Yes,Hobby,Complete Course,Design,Projects,"Instructor,Price,Content Quality","Language Barrier,Technical Issues",Technical Issues,"Downloadable PDFs,Forums,Webinars","edX,Khan Academy"
2025-06-14 14:45:08,45-54,Male,Master,500-1000,Other,Divorced,Tablet,Good,3-5,6,53.3,2,0.38,No,No,4,2,4,20-50,Yes,"Career Growth,Skill Development,Certification",Complete Course,Programming,"Live Sessions,Peer Forum,Quizzes",Price,Language Barrier,Lack Time,"Webinars,Downloadable PDFs,Interactive Exercises",Coursera
2025-06-19 08:06:23,25-34,Male,PhD,500-1000,Entrepreneur,Single,Smartphone,Excellent,3-5,6,8.8,4,0.42,Yes,No,4,5,5,10-20,No,"Certification,Hobby",Improve Skills,Marketing,Quizzes,Instructor,"Technical Issues,Motivation,Language Barrier","Not Relevant,Technical Issues","Downloadable PDFs,Video Lectures","Udemy,Coursera,Khan Academy"
2025-06-29 20:14:15,25-34,Male,Associate,500-1000,Retired,Divorced,Laptop/PC,Good,>10,4,7.8,3,0.14,No,No,3,5,2,>100,No,"Hobby,Skill Development,Networking",Explore Topic,Math,Live Sessions,"Reviews,Instructor","Motivation,Technical Issues",Technical Issues,"Video Lectures,Forums,Webinars",Coursera
2025-06-18 23:37:11,55+,Prefer not to say,Bachelor,>5000,Student,Divorced,Laptop/PC,Excellent,1-2,5,59.9,2,0.37,Yes,Yes,1,5,4,20-50,Yes,"Hobby,Networking,Skill Development",Complete Course,"Programming,Math,Science","Videos,Quizzes,Peer Forum",Certification,Technical Issues,"Lack Time,Not Relevant","Interactive Exercises,Webinars","Coursera,Skillshare,Khan Academy"
2025-06-05 08:40:39,18-24,Non-binary/Other,PhD,<500,Working Professional,Widowed,Other,Excellent,3-5,3,2.7,0,0.17,No,No,5,4,3,10-20,No,Career Growth,"Earn Certificate,Improve Skills,Explore Topic",Programming,"Live Sessions,Peer Forum,Quizzes","Price,Content Quality,Certification","Language Barrier,Technical Issues",Technical Issues,Downloadable PDFs,"Coursera,Udemy"
2025-05-06 13:44:19,55+,Non-binary/Other,Master,>5000,Entrepreneur,Widowed,Smartphone,Good,6-10,3,15.8,3,0.52,Yes,No,2,3,4,<10,No,"Skill Development,Networking",Improve Skills,Design,"Quizzes,Projects,Videos","Instructor,Reviews","Time Management,Language Barrier,Motivation",Lack Time,"Video Lectures,Forums",Coursera
2025-05-15 13:17:35,35-44,Female,Bachelor,2000-5000,Working Professional,Divorced,Other,Average,>10,4,51.6,5,0.43,Yes,Yes,4,5,5,20-50,Yes,"Certification,Hobby,Skill Development",Improve Skills,Science,"Videos,Projects,Live Sessions","Certification,Reviews","Technical Issues,Language Barrier",Technical Issues,Downloadable PDFs,"Udemy,Coursera"
2025-05-14 05:57:18,<18,Non-binary/Other,Bachelor,<500,Homemaker,Single,Other,Poor,1-2,3,50.3,1,0.44,No,No,1,5,4,<10,No,Hobby,Explore Topic,"Design,Marketing,Science",Live Sessions,"Content Quality,Price","Time Management,Language Barrier",Not Relevant,Forums,edX
2025-06-23 13:51:09,45-54,Non-binary/Other,Master,2000-5000,Other,Married,Other,Good,6-10,5,4.5,3,0.24,Yes,No,5,3,5,50-100,No,"Certification,Networking","Earn Certificate,Explore Topic,Improve Skills",Math,Live Sessions,Instructor,"Language Barrier,Time Management,Technical Issues",Too Expensive,Downloadable PDFs,"Coursera,edX"
2025-07-01 13:23:58,18-24,Male,PhD,<500,Other,Married,Smart TV,Average,>10,7,20.1,3,0.38,Yes,No,1,1,5,>100,Yes,"Hobby,Certification","Explore Topic,Earn Certificate",Design,Peer Forum,Price,"Language Barrier,Technical Issues",Technical Issues,"Forums,Video Lectures","Khan Academy,Udemy"
2025-06-01 10:55:28,<18,Female,High School,>5000,Entrepreneur,Other,Other,Excellent,1-2,5,19.6,2,0.16,No,No,1,4,4,10-20,No,"Career Growth,Skill Development,Hobby","Complete Course,Improve Skills,Explore Topic","Marketing,Math,Design","Peer Forum,Live Sessions,Projects","Certification,Reviews,Instructor",Time Management,"Too Expensive,Technical Issues","Downloadable PDFs,Video Lectures",Skillshare
2025-05-15 17:40:31,18-24,Non-binary/Other,Master,500-1000,Entrepreneur,Other,Tablet,Average,6-10,6,11.7,2,0.22,Yes,No,5,4,2,<10,No,"Career Growth,Hobby,Networking","Explore Topic,Earn Certificate","Science,Marketing,Math","Peer Forum,Quizzes,Videos",Certification,Motivation,Too Expensive,"Downloadable PDFs,Video Lectures","Coursera,Khan Academy"
2025-06-28 16:16:42,55+,Prefer not to say,Master,1000-2000,Homemaker,Married,Laptop/PC,Good,3-5,1,74.7,3,0.26,Yes,Yes,3,1,2,20-50,Yes,"Skill Development,Hobby,Certification","Complete Course,Explore Topic,Improve Skills","Marketing,Math","Peer Forum,Live Sessions,Videos",Instructor,"Motivation,Language Barrier,Time Management","Too Expensive,Technical Issues,Lack Time","Interactive Exercises,Forums",Skillshare
2025-06-22 10:30:09,25-34,Non-binary/Other,Master,500-1000,Retired,Divorced,Smart TV,Good,>10,2,31.8,4,0.21,No,No,3,3,3,10-20,Yes,"Career Growth,Networking,Certification","Improve Skills,Explore Topic,Complete Course","Science,Marketing,Programming","Quizzes,Videos","Content Quality,Instructor",Technical Issues,Lack Time,"Downloadable PDFs,Webinars","Udemy,Coursera,Skillshare"
2025-06-01 21:36:15,45-54,Male,Bachelor,>5000,Entrepreneur,Divorced,Other,Average,>10,7,117.6,3,0.26,Yes,No,4,3,4,20-50,Yes,"Career Growth,Certification,Hobby","Complete Course,Earn Certificate,Explore Topic","Programming,Science","Quizzes,Peer Forum","Content Quality,Price,Instructor",Time Management,Lack Time,"Webinars,Interactive Exercises,Downloadable PDFs","Udemy,Skillshare"
2025-05-15 03:11:40,55+,Prefer not to say,Associate,<500,Other,Widowed,Laptop/PC,Good,3-5,10,2.1,4,0.2,Yes,No,3,2,4,10-20,No,Career Growth,"Explore Topic,Improve Skills,Complete Course","Design,Math","Projects,Videos","Price,Instructor","Time Management,Technical Issues,Motivation",Not Relevant,"Webinars,Downloadable PDFs",Khan Academy
2025-06-05 15:20:27,<18,Male,High School,500-1000,Working Professional,Widowed,Smartphone,Poor,0,4,15.0,1,0.31,No,No,4,3,1,20-50,No,"Hobby,Certification,Networking",Explore Topic,"Math,Programming","Peer Forum,Videos,Live Sessions","Content Quality,Price,Instructor",Time Management,"Lack Time,Technical Issues,Too Expensive","Downloadable PDFs,Webinars,Video Lectures","Khan Academy,Skillshare"
2025-06-06 16:37:04,<18,Non-binary/Other,PhD,>5000,Student,Other,Smartphone,Average,6-10,6,54.1,0,0.07,No,No,4,4,2,>100,No,Hobby,"Explore Topic,Earn Certificate,Improve Skills","Math,Science","Videos,Live Sessions",Reviews,"Technical Issues,Motivation,Time Management",Too Expensive,"Webinars,Video Lectures,Forums","Coursera,Skillshare"
2025-06-27 12:22:22,<18,Prefer not to say,PhD,2000-5000,Working Professional,Married,Laptop/PC,Excellent,3-5,6,16.5,1,0.33,No,No,5,2,5,10-20,No,"Skill Development,Hobby","Earn Certificate,Complete Course","Programming,Design,Science","Quizzes,Videos,Projects",Certification,"Motivation,Language Barrier,Time Management","Not Relevant,Too Expensive","Forums,Video Lectures,Interactive Exercises","Coursera,edX"
2025-06-22 04:42:59,<18,Female,Associate,1000-2000,Retired,Divorced,Tablet,Average,>10,6,9.1,0,0.08,No,No,1,5,1,20-50,No,Certification,Complete Course,"Science,Marketing,Design","Projects,Quizzes","Certification,Content Quality,Instructor","Language Barrier,Time Management,Motivation",Technical Issues,"Webinars,Forums,Interactive Exercises",edX
2025-05-28 19:55:50,<18,Female,Master,500-1000,Student,Married,Laptop/PC,Average,6-10,8,183.7,3,0.23,Yes,No,2,5,4,10-20,Yes,"Networking,Career Growth,Skill Development",Improve Skills,"Marketing,Design,Programming","Live Sessions,Peer Forum,Videos",Certification,Time Management,"Not Relevant,Technical Issues",Video Lectures,"Udemy,edX"
2025-06-22 04:28:18,18-24,Prefer not to say,High School,<500,Working Professional,Single,Laptop/PC,Average,6-10,4,61.9,2,0.28,Yes,No,2,5,1,50-100,Yes,"Networking,Career Growth","Complete Course,Earn Certificate,Improve Skills","Science,Marketing,Programming","Live Sessions,Projects,Peer Forum","Reviews,Instructor,Content Quality","Technical Issues,Time Management","Lack Time,Technical Issues","Interactive Exercises,Webinars,Forums","Skillshare,Udemy"
2025-07-03 18:25:56,55+,Prefer not to say,PhD,2000-5000,Working Professional,Married,Smart TV,Average,0,9,23.7,2,0.2,No,No,3,2,2,<10,Yes,"Skill Development,Networking,Hobby","Earn Certificate,Improve Skills,Complete Course","Programming,Design,Math","Videos,Projects,Peer Forum",Reviews,Language Barrier,Technical Issues,Webinars,Khan Academy
2025-05-06 11:51:19,45-54,Male,PhD,>5000,Homemaker,Single,Smartphone,Excellent,>10,3,24.7,3,0.22,No,No,5,4,4,10-20,Yes,Certification,"Earn Certificate,Explore Topic","Marketing,Math",Videos,Certification,Language Barrier,Technical Issues,"Downloadable PDFs,Interactive Exercises",Skillshare
2025-06-18 18:26:50,25-34,Prefer not to say,Master,1000-2000,Retired,Widowed,Smartphone,Excellent,1-2,7,0.2,3,0.25,No,No,2,3,2,<10,No,Skill Development,Improve Skills,"Math,Marketing","Projects,Quizzes","Reviews,Price,Certification","Motivation,Language Barrier","Not Relevant,Lack Time,Technical Issues","Interactive Exercises,Forums",Coursera
2025-05-23 01:35:16,25-34,Male,Associate,<500,Other,Widowed,Other,Excellent,0,6,118.9,1,0.23,No,No,1,2,1,<10,No,"Networking,Skill Development,Hobby",Complete Course,"Science,Math,Marketing",Quizzes,Reviews,"Technical Issues,Time Management",Too Expensive,"Forums,Video Lectures,Downloadable PDFs",edX
2025-06-19 22:38:00,55+,Non-binary/Other,High School,>5000,Homemaker,Other,Laptop/PC,Average,0,6,49.2,2,0.52,No,No,4,4,3,20-50,Yes,"Certification,Hobby,Career Growth","Improve Skills,Explore Topic,Complete Course","Design,Programming",Quizzes,"Certification,Price",Language Barrier,"Too Expensive,Technical Issues","Downloadable PDFs,Video Lectures",Skillshare
2025-06-09 13:41:29,55+,Male,Associate,>5000,Student,Married,Laptop/PC,Poor,1-2,4,1.1,0,0.27,Yes,No,4,3,5,10-20,No,Certification,"Improve Skills,Explore Topic,Complete Course","Programming,Marketing",Quizzes,"Certification,Reviews,Instructor",Time Management,"Technical Issues,Not Relevant","Forums,Downloadable PDFs",Skillshare
2025-05-07 12:56:04,25-34,Prefer not to say,Associate,500-1000,Other,Married,Tablet,Poor,1-2,5,5.8,2,0.36,No,No,5,1,5,10-20,No,Career Growth,"Complete Course,Earn Certificate","Marketing,Programming,Science",Projects,"Reviews,Certification,Content Quality",Language Barrier,"Not Relevant,Lack Time,Too Expensive","Video Lectures,Interactive Exercises","Khan Academy,edX,Skillshare"
2025-06-06 11:49:47,25-34,Prefer not to say,High School,500-1000,Homemaker,Single,Smartphone,Excellent,0,3,51.6,3,0.77,No,No,3,4,3,10-20,Yes,"Hobby,Skill Development",Improve Skills,"Marketing,Design","Projects,Quizzes","Reviews,Content Quality,Price",Motivation,"Technical Issues,Not Relevant,Lack Time","Video Lectures,Interactive Exercises","Coursera,Skillshare,Khan Academy"
2025-06-06 11:09:27,18-24,Non-binary/Other,High School,<500,Retired,Widowed,Tablet,Poor,6-10,6,2.7,6,0.25,Yes,Yes,1,1,3,10-20,No,Skill Development,"Complete Course,Explore Topic,Improve Skills","Marketing,Science",Live Sessions,Reviews,Language Barrier,Lack Time,"Interactive Exercises,Downloadable PDFs",edX
2025-05-30 03:10:55,35-44,Prefer not to say,PhD,>5000,Entrepreneur,Single,Smart TV,Poor,3-5,4,85.3,0,0.36,Yes,No,3,5,3,10-20,No,"Hobby,Certification,Skill Development","Earn Certificate,Improve Skills,Complete Course","Programming,Math","Projects,Peer Forum,Live Sessions",Instructor,"Time Management,Technical Issues","Not Relevant,Lack Time",Downloadable PDFs,Khan Academy
2025-05-12 22:14:09,45-54,Prefer not to say,PhD,500-1000,Entrepreneur,Widowed,Other,Poor,3-5,3,273.7,3,0.13,No,No,3,5,2,50-100,Yes,"Career Growth,Networking","Earn Certificate,Explore Topic,Complete Course","Design,Programming,Marketing","Quizzes,Projects,Videos","Reviews,Certification,Content Quality","Technical Issues,Language Barrier,Motivation","Not Relevant,Technical Issues,Lack Time","Downloadable PDFs,Forums","Khan Academy,edX"
2025-05-11 05:15:16,<18,Female,High School,1000-2000,Student,Single,Tablet,Poor,0,1,65.3,7,0.53,No,No,5,4,4,20-50,Yes,"Hobby,Career Growth,Networking","Earn Certificate,Improve Skills","Marketing,Math,Science",Peer Forum,"Certification,Content Quality",Language Barrier,Too Expensive,Webinars,"edX,Khan Academy,Skillshare"
2025-05-11 05:18:33,35-44,Female,Bachelor,1000-2000,Entrepreneur,Widowed,Smartphone,Poor,6-10,2,40.3,3,0.16,No,No,4,1,3,<10,Yes,"Hobby,Networking,Certification",Complete Course,"Programming,Marketing,Science","Quizzes,Videos","Reviews,Instructor","Time Management,Language Barrier","Technical Issues,Too Expensive",Interactive Exercises,"Khan Academy,edX,Udemy"
2025-05-28 17:06:38,55+,Non-binary/Other,PhD,>5000,Homemaker,Single,Smart TV,Good,1-2,4,20.0,0,0.17,No,No,3,2,2,<10,No,"Networking,Skill Development,Certification","Improve Skills,Earn Certificate","Marketing,Science,Design","Videos,Live Sessions,Quizzes",Content Quality,"Motivation,Technical Issues,Language Barrier",Not Relevant,"Interactive Exercises,Video Lectures","Skillshare,Coursera"
2025-06-29 05:55:47,25-34,Male,Bachelor,500-1000,Student,Widowed,Laptop/PC,Excellent,0,5,2.6,4,0.25,Yes,No,3,3,1,<10,No,"Certification,Hobby,Networking","Improve Skills,Explore Topic","Science,Marketing","Projects,Live Sessions,Peer Forum","Price,Certification",Time Management,Not Relevant,Webinars,Udemy
2025-06-25 12:47:27,35-44,Female,High School,<500,Other,Single,Smart TV,Average,>10,8,39.3,1,0.45,No,No,1,5,1,10-20,No,"Career Growth,Hobby,Skill Development",Complete Course,"Programming,Science","Videos,Live Sessions",Certification,Motivation,"Technical Issues,Lack Time","Video Lectures,Downloadable PDFs","edX,Khan Academy"
2025-06-04 03:16:22,45-54,Male,PhD,<500,Retired,Married,Tablet,Poor,6-10,8,15.2,4,0.53,No,No,4,5,3,10-20,No,Networking,"Explore Topic,Earn Certificate,Improve Skills","Marketing,Design","Quizzes,Peer Forum,Projects","Content Quality,Reviews",Time Management,Technical Issues,"Video Lectures,Webinars","Skillshare,Khan Academy,Udemy"
2025-05-30 12:47:18,55+,Prefer not to say,Associate,<500,Student,Other,Smartphone,Good,>10,2,25.3,2,0.2,Yes,No,3,5,1,10-20,Yes,"Hobby,Networking","Improve Skills,Explore Topic,Complete Course","Programming,Design",Videos,"Reviews,Price","Time Management,Motivation,Technical Issues","Too Expensive,Technical Issues,Lack Time","Downloadable PDFs,Webinars,Video Lectures","Coursera,Skillshare,Khan Academy"
2025-06-29 08:28:08,<18,Female,High School,1000-2000,Other,Single,Tablet,Average,>10,2,10.4,4,0.09,No,No,2,5,3,20-50,No,"Certification,Career Growth","Earn Certificate,Complete Course","Science,Marketing,Programming",Peer Forum,"Certification,Price","Motivation,Language Barrier,Time Management","Technical Issues,Lack Time,Too Expensive","Downloadable PDFs,Interactive Exercises,Forums","Skillshare,Udemy,Khan Academy"
2025-05-14 10:38:11,<18,Non-binary/Other,Master,500-1000,Student,Other,Laptop/PC,Good,0,3,8.3,1,0.1,Yes,No,2,4,1,50-100,No,"Skill Development,Certification,Career Growth","Explore Topic,Complete Course,Improve Skills","Science,Programming","Live Sessions,Videos","Price,Instructor",Language Barrier,"Too Expensive,Not Relevant,Lack Time","Video Lectures,Downloadable PDFs","Skillshare,Khan Academy"
2025-05-05 13:01:14,45-54,Non-binary/Other,Bachelor,500-1000,Working Professional,Married,Laptop/PC,Poor,6-10,5,11.8,2,0.1,Yes,Yes,4,4,1,<10,No,Career Growth,Explore Topic,"Marketing,Programming,Math",Projects,Reviews,Technical Issues,"Technical Issues,Too Expensive","Webinars,Video Lectures","edX,Khan Academy,Coursera"
2025-06-09 03:30:03,45-54,Non-binary/Other,High School,1000-2000,Working Professional,Married,Smartphone,Poor,>10,6,50.4,6,0.76,No,No,4,1,4,<10,Yes,"Hobby,Skill Development,Career Growth","Improve Skills,Explore Topic","Marketing,Science","Videos,Projects","Reviews,Price,Certification","Time Management,Language Barrier,Motivation","Too Expensive,Technical Issues","Downloadable PDFs,Interactive Exercises,Webinars",Coursera
2025-05-16 22:32:08,25-34,Female,High School,<500,Student,Widowed,Other,Poor,6-10,6,16.7,2,0.15,No,No,5,2,4,10-20,No,Skill Development,Explore Topic,Programming,Live Sessions,Certification,"Time Management,Technical Issues","Lack Time,Too Expensive,Not Relevant",Forums,"Coursera,Khan Academy,Udemy"
2025-06-25 10:52:16,<18,Male,PhD,<500,Entrepreneur,Other,Smart TV,Poor,3-5,4,11.2,5,0.32,No,No,3,1,1,10-20,No,"Networking,Career Growth",Explore Topic,"Science,Marketing,Programming","Videos,Projects","Certification,Content Quality,Instructor",Technical Issues,"Technical Issues,Too Expensive",Forums,Udemy
2025-06-02 04:25:30,55+,Prefer not to say,PhD,>5000,Working Professional,Divorced,Smart TV,Average,>10,5,17.0,0,0.22,No,No,2,2,4,10-20,No,"Skill Development,Certification,Networking",Improve Skills,"Programming,Science,Marketing",Peer Forum,Instructor,Motivation,"Not Relevant,Lack Time",Interactive Exercises,"Udemy,Coursera"
2025-06-06 05:29:45,35-44,Male,PhD,2000-5000,Retired,Widowed,Laptop/PC,Average,>10,4,1.0,7,0.32,Yes,Yes,2,4,3,20-50,No,"Career Growth,Certification,Hobby",Explore Topic,"Programming,Science",Peer Forum,"Price,Instructor",Technical Issues,"Lack Time,Not Relevant,Technical Issues","Interactive Exercises,Webinars","Skillshare,Udemy"
2025-06-05 21:26:46,55+,Male,Master,500-1000,Other,Other,Tablet,Good,6-10,5,66.4,7,0.57,Yes,No,4,5,5,<10,Yes,"Certification,Skill Development","Improve Skills,Earn Certificate,Explore Topic","Design,Programming","Live Sessions,Projects,Peer Forum",Certification,"Technical Issues,Time Management,Motivation","Technical Issues,Not Relevant","Video Lectures,Interactive Exercises",edX
2025-06-25 03:59:11,18-24,Prefer not to say,PhD,500-1000,Homemaker,Single,Tablet,Excellent,3-5,8,24.1,4,0.49,No,No,4,1,3,10-20,Yes,"Skill Development,Certification,Career Growth",Earn Certificate,"Design,Programming,Math","Peer Forum,Videos,Quizzes","Instructor,Price","Motivation,Language Barrier,Time Management","Lack Time,Not Relevant","Webinars,Interactive Exercises,Forums",Coursera
2025-06-11 23:48:12,18-24,Prefer not to say,High School,500-1000,Working Professional,Single,Other,Poor,>10,5,3.3,2,0.6,Yes,Yes,1,2,4,50-100,No,Career Growth,Improve Skills,"Marketing,Math","Quizzes,Videos,Projects","Reviews,Price,Content Quality","Motivation,Time Management,Technical Issues","Not Relevant,Too Expensive,Lack Time","Video Lectures,Interactive Exercises,Webinars",Udemy
2025-05-29 04:44:05,45-54,Female,PhD,2000-5000,Student,Married,Tablet,Good,0,9,10.2,2,0.39,Yes,Yes,1,3,2,50-100,No,Networking,"Improve Skills,Complete Course","Math,Design","Live Sessions,Projects",Instructor,"Technical Issues,Motivation","Technical Issues,Too Expensive","Forums,Interactive Exercises","edX,Khan Academy"
2025-05-09 13:24:39,25-34,Female,Associate,>5000,Entrepreneur,Divorced,Smart TV,Good,6-10,4,123.2,3,0.02,No,No,4,2,1,20-50,Yes,"Skill Development,Networking,Hobby",Complete Course,"Design,Math,Marketing","Quizzes,Live Sessions",Price,Language Barrier,Lack Time,"Interactive Exercises,Webinars","Khan Academy,edX"
2025-06-08 22:31:31,18-24,Female,PhD,2000-5000,Homemaker,Single,Tablet,Good,6-10,8,27.0,1,0.37,Yes,Yes,1,1,4,<10,No,"Career Growth,Skill Development,Networking","Improve Skills,Explore Topic",Programming,"Projects,Peer Forum,Live Sessions","Certification,Content Quality","Technical Issues,Motivation,Time Management",Lack Time,Forums,"Udemy,edX"
2025-05-16 07:25:10,<18,Female,Master,<500,Other,Other,Other,Poor,>10,2,10.3,0,0.32,No,No,4,4,4,20-50,No,Hobby,"Explore Topic,Complete Course,Earn Certificate","Design,Programming","Projects,Live Sessions,Quizzes",Instructor,"Time Management,Technical Issues,Motivation","Not Relevant,Lack Time,Technical Issues",Forums,"Coursera,edX"
2025-05-15 07:14:00,55+,Female,Associate,<500,Other,Other,Smart TV,Poor,3-5,3,16.7,4,0.27,Yes,Yes,4,5,4,20-50,No,Networking,"Complete Course,Earn Certificate,Explore Topic","Marketing,Design,Math","Peer Forum,Quizzes","Price,Instructor,Content Quality",Time Management,"Lack Time,Too Expensive,Not Relevant","Forums,Webinars",Skillshare
2025-05-24 13:16:46,55+,Prefer not to say,High School,500-1000,Working Professional,Single,Tablet,Good,>10,2,9.0,4,0.26,No,No,5,3,3,<10,No,"Networking,Career Growth","Explore Topic,Complete Course","Math,Design",Quizzes,"Content Quality,Instructor,Price","Language Barrier,Motivation","Technical Issues,Too Expensive","Forums,Downloadable PDFs",Khan Academy
2025-05-06 21:26:07,45-54,Male,High School,1000-2000,Other,Other,Smart TV,Poor,1-2,2,1.0,4,0.15,No,No,1,1,1,20-50,No,"Hobby,Career Growth,Certification",Complete Course,"Design,Math,Science","Projects,Peer Forum",Instructor,"Language Barrier,Motivation","Lack Time,Technical Issues","Webinars,Video Lectures,Downloadable PDFs",Coursera
